timestamp,test-class,test-method,time,description,result
2021-06-08 10:13:23.264,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6230,"[1] recordIndex=0, title=null, start_date=null, end_date=null, workload=null, description=null, op_link=null, is_private=false",OK
2021-06-08 10:13:29.27,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5710,"[2] recordIndex=0, title=publico1, start_date=descripcion, end_date=2020/01/01 00:01, workload=2020/01/01 00:00, description=-0.01, op_link=null, is_private=false",OK
2021-06-08 10:13:35.281,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5709,"[3] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:01, workload=2020/01/01 00:00, description=-15, op_link=null, is_private=false",OK
2021-06-08 10:13:41.236,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5689,"[4] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:01, workload=2022/01/01 00:00, description=15, op_link=null, is_private=false",OK
2021-06-08 10:13:47.209,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5664,"[5] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:01, workload=2022/01/01 00:00, description=72.01, op_link=http//www.example.com, is_private=false",OK
2021-06-08 10:13:53.203,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5695,"[6] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:01, workload=2022/01/04 00:00, description=70.00, op_link=hola, is_private=false",OK
2021-06-08 10:13:59.648,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6178,"[7] recordIndex=0, title=publico1, start_date=estoesunadescripcionmuylargaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, end_date=2022/01/01 00:01, workload=2022/01/04 00:00, description=70.00, op_link=http//www.example.com, is_private=true",OK
2021-06-08 10:14:05.997,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6078,"[8] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:01, workload=2022/01/04 00:00, description=70.00, op_link=http//www.example.com, is_private=false",OK
2021-06-08 10:14:11.892,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5648,"[9] recordIndex=0, title=publico1, start_date=null, end_date=2023/01/01 00:00, workload=2023/01/01 00:00, description=0.0, op_link=http//www.example.com, is_private=false",OK
2021-06-08 10:14:17.759,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5616,"[10] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:00, workload=2022/01/01 00:00, description=0.01, op_link=null, is_private=false",OK
2021-06-08 10:14:23.665,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5643,"[11] recordIndex=0, title=publico1, start_date=null, end_date=2022/01/01 00:00, workload=2022/01/01 01:00, description=1.01, op_link=http//www.example.com, is_private=false",OK
2021-06-08 10:14:29.68,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5733,"[12] recordIndex=0, title=estoesuntitulomuylargoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo, start_date=descripcion, end_date=2022/01/01 00:00, workload=2022/01/01 01:00, description=0.00, op_link=http//www.example.com, is_private=false",OK
2021-06-08 10:14:35.784,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5840,"[13] recordIndex=0, title=null, start_date=descripcion, end_date=2022/01/01 00:00, workload=2022/01/01 01:00, description=1.00, op_link=null, is_private=true",OK
2021-06-08 10:14:45.683,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,9634,"[1] recordIndex=2, title=Primera task de test, description=This is a description, start_date=2022/01/01 00:00, end_date=2022/01/01 01:00, workload=0.30, op_link=https://google.es/, is_private=true",OK
2021-06-08 10:14:56.468,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,10517,"[2] recordIndex=4, title=estoesuntituloextremadamentelargoooooooooooooooooooooooooooooooooooooooooooooooo, description=h, start_date=2022/01/01 00:00, end_date=2022/01/01 01:00, workload=0.59, op_link=https://google.es/, is_private=true",OK
2021-06-08 10:15:07.418,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,10670,"[3] recordIndex=5, title=Z, description=estoesunadescripcionmuylargaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, start_date=2022/01/01 00:00, end_date=2022/01/01 01:00, workload=1.00, op_link=https://google.es/, is_private=true",OK
2021-06-08 10:15:18.261,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,10577,"[4] recordIndex=0, title=OtraTarea, description=This is a description3, start_date=2022/11/19 00:00, end_date=2022/11/19 01:00, workload=0.00, op_link=https://google.es/, is_private=true",OK
2021-06-08 10:15:27.554,acme.testing.manager.task.ManagerTaskCreateTest,createPositive,9041,"[5] recordIndex=1, title=ATask, description=ho, start_date=2022/10/18 00:00, end_date=2022/12/18 12:01, workload=0.01, op_link=null, is_private=true",OK
