timestamp,test-class,test-method,time,description,result
2021-06-08 14:37:09.964,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5518,"[1] recordIndex=0, title=null, start_date=null, end_date=null, workload=null, description=null, op_link=null, is_private=false",OK
2021-06-08 14:37:15.792,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5547,"[2] recordIndex=0, title=publico1, start_date=descripcion, end_date=2020/01/01 00:01, workload=2020/01/01 00:00, description=-0.01, op_link=null, is_private=false",OK
2021-06-08 14:37:21.761,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5627,"[3] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:01, workload=2020/01/01 00:00, description=-15, op_link=null, is_private=false",OK
2021-06-08 14:37:27.712,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5667,"[4] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:01, workload=2022/01/01 00:00, description=15, op_link=null, is_private=false",OK
2021-06-08 14:37:33.918,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5798,"[5] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:01, workload=2022/01/01 00:00, description=72.01, op_link=http//www.example.com, is_private=false",OK
2021-06-08 14:37:39.803,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5649,"[6] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:01, workload=2022/01/04 00:00, description=70.00, op_link=hola, is_private=false",OK
2021-06-08 14:37:46.079,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6037,"[7] recordIndex=0, title=publico1, start_date=estoesunadescripcionmuylargaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, end_date=2022/01/01 00:01, workload=2022/01/04 00:00, description=70.00, op_link=http//www.example.com, is_private=true",OK
2021-06-08 14:37:51.943,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5627,"[8] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:01, workload=2022/01/04 00:00, description=70.00, op_link=http//www.example.com, is_private=false",OK
2021-06-08 14:37:57.877,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5669,"[9] recordIndex=0, title=publico1, start_date=null, end_date=2023/01/01 00:00, workload=2023/01/01 00:00, description=0.0, op_link=http//www.example.com, is_private=false",OK
2021-06-08 14:38:03.68,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5567,"[10] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:00, workload=2022/01/01 00:00, description=0.01, op_link=null, is_private=false",OK
2021-06-08 14:38:09.574,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5658,"[11] recordIndex=0, title=publico1, start_date=null, end_date=2022/01/01 00:00, workload=2022/01/01 01:00, description=1.01, op_link=http//www.example.com, is_private=false",OK
2021-06-08 14:38:15.445,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5620,"[12] recordIndex=0, title=estoesuntitulomuylargoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo, start_date=descripcion, end_date=2022/01/01 00:00, workload=2022/01/01 01:00, description=0.00, op_link=http//www.example.com, is_private=false",OK
2021-06-08 14:38:21.706,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5997,"[13] recordIndex=0, title=null, start_date=descripcion, end_date=2022/01/01 00:00, workload=2022/01/01 01:00, description=1.00, op_link=null, is_private=true",OK
