timestamp,test-class,test-method,time,description,result
2021-06-08 14:51:19.199,acme.testing.manager.task.ManagerTaskListTest,negativeListShowTask,3647,"negativeListShowTask()",OK
2021-06-08 14:51:25.786,acme.testing.manager.task.ManagerTaskListTest,listPositive,6285,"[1] recordIndex=0, title=Texample, start_date=2021/05/05 00:00, end_date=2021/05/05 02:00, workload=0.01, op_link=http://1happybirthday.com",OK
2021-06-08 14:51:32.333,acme.testing.manager.task.ManagerTaskListTest,listPositive,6309,"[2] recordIndex=1, title=Texample, start_date=2021/05/05 13:59, end_date=2021/05/05 14:00, workload=0.01, op_link=null",OK
2021-06-08 14:51:38.891,acme.testing.manager.task.ManagerTaskListTest,listPositive,6304,"[3] recordIndex=2, title=Texample, start_date=2030/09/07 00:00, end_date=2030/09/08 12:00, workload=0.45, op_link=http://1happybirthday.com",OK
2021-06-08 14:51:45.479,acme.testing.manager.task.ManagerTaskListTest,listPositive,6335,"[4] recordIndex=3, title=Texample, start_date=2030/09/07 00:00, end_date=2030/09/08 12:00, workload=1.50, op_link=http://1happybirthday.com",OK
2021-06-08 14:51:52.01,acme.testing.manager.task.ManagerTaskListTest,listPositive,6298,"[5] recordIndex=4, title=Texample, start_date=2021/05/05 00:00, end_date=2021/05/05 03:00, workload=1.50, op_link=http://1happybirthday.com",OK
2021-06-08 14:51:58.562,acme.testing.manager.task.ManagerTaskListTest,listPositive,6317,"[6] recordIndex=5, title=Texample, start_date=2021/05/04 23:00, end_date=2021/05/05 02:00, workload=1.50, op_link=http://1happybirthday.com",OK
2021-06-08 14:52:05.145,acme.testing.manager.task.ManagerTaskListTest,listPositive,6333,"[7] recordIndex=6, title=Texample, start_date=2030/10/17 01:00, end_date=2030/10/18 02:00, workload=1.50, op_link=http://1happybirthday.com",OK
2021-06-08 14:52:11.668,acme.testing.manager.task.ManagerTaskListTest,listPositive,6287,"[8] recordIndex=7, title=Texample, start_date=2030/10/17 00:00, end_date=2030/10/18 12:00, workload=1.50, op_link=http://1happybirthday.com",OK
2021-06-08 14:52:18.154,acme.testing.manager.task.ManagerTaskListTest,listPositive,6252,"[9] recordIndex=8, title=Texample, start_date=2021/05/27 00:00, end_date=2021/09/27 12:00, workload=2.00, op_link=http://1happybirthday.com",OK
2021-06-08 14:52:24.723,acme.testing.manager.task.ManagerTaskListTest,listPositive,6336,"[10] recordIndex=9, title=Texample, start_date=2021/05/05 00:00, end_date=2021/05/05 02:00, workload=2.00, op_link=http://1happybirthday.com",OK
2021-06-08 14:52:31.3,acme.testing.manager.task.ManagerTaskListTest,listPositive,6344,"[11] recordIndex=10, title=Texample, start_date=2021/05/05 00:00, end_date=2021/05/05 10:00, workload=9.40, op_link=http://1happybirthday.com",OK
2021-06-08 14:52:37.871,acme.testing.manager.task.ManagerTaskListTest,listPositive,6336,"[12] recordIndex=11, title=Texample, start_date=2030/07/01 00:00, end_date=2030/07/01 10:00, workload=9.40, op_link=http://1happybirthday.com",OK
2021-06-08 14:52:44.445,acme.testing.manager.task.ManagerTaskListTest,listPositive,6337,"[13] recordIndex=12, title=Texample, start_date=2030/08/16 00:00, end_date=2030/12/18 00:00, workload=15.30, op_link=http://1happybirthday.com",OK
2021-06-08 14:52:50.952,acme.testing.manager.task.ManagerTaskListTest,listPositive,6273,"[14] recordIndex=13, title=Texample, start_date=2030/06/10 00:00, end_date=2030/11/05 02:00, workload=20.30, op_link=http://1happybirthday.com",OK
2021-06-08 14:52:57.507,acme.testing.manager.task.ManagerTaskListTest,listPositive,6303,"[15] recordIndex=14, title=Texample, start_date=2030/07/10 11:00, end_date=2030/11/05 09:30, workload=30.10, op_link=http://1happybirthday.com",OK
2021-06-08 14:53:04.049,acme.testing.manager.task.ManagerTaskListTest,listPositive,6294,"[16] recordIndex=15, title=Texample, start_date=2030/06/04 12:00, end_date=2030/12/20 06:00, workload=60.30, op_link=null",OK
