timestamp,simple-path,time
2021-06-08 22:43:19.125,/master/welcome,5298
2021-06-08 22:43:19.518,/master/welcome,336
2021-06-08 22:43:21.923,/master/sign-in,2271
2021-06-08 22:43:23.31,/master/welcome,611
2021-06-08 22:43:25.65,/master/welcome,334
2021-06-08 22:43:26.394,/master/welcome,607
2021-06-08 22:43:26.868,/master/welcome,299
2021-06-08 22:43:28.217,/anonymous/shout/list,1149
2021-06-08 22:43:29.593,/master/welcome,264
2021-06-08 22:43:30.389,/anonymous/shout/list,599
2021-06-08 22:43:31.622,/master/welcome,251
2021-06-08 22:43:32.437,/anonymous/shout/list,597
2021-06-08 22:43:33.782,/master/welcome,269
2021-06-08 22:43:34.579,/anonymous/shout/list,595
2021-06-08 22:43:35.825,/master/welcome,237
2021-06-08 22:43:36.624,/anonymous/shout/list,601
