timestamp,test-class,test-method,time,description,result
2021-06-08 23:25:35.702,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,4225,"[1] recordIndex=5, author=ATH-01, text=Text 1, info=http://www.example.com, xxxCreationDate=aaa-2021/06/09, xxxMoment=2021/06/01 19:39, xxxMoney=EUR 1.00, flag=true",Record index 5 is out of range
2021-06-08 23:25:39.512,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3499,"[2] recordIndex=6, author=ATH-02, text=Text 2, info=http://www.example.com, xxxCreationDate=aab-2021/06/09, xxxMoment=2021/06/01 19:39, xxxMoney=EUR 150.00, flag=true",Record index 6 is out of range
2021-06-08 23:25:43.1,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3320,"[3] recordIndex=7, author=ATH-03, text=Text 3, info=http://www.example.com, xxxCreationDate=aaC-2021/06/09, xxxMoment=2021/06/01 19:39, xxxMoney=BTC 13.00, flag=false",Record index 7 is out of range
2021-06-08 23:25:46.906,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3536,"[4] recordIndex=8, author=ATH-04, text=viagra esto debería aceptar el spam porque supera el umbral predefinido, info=http://www.example.com, xxxCreationDate=aVa-2021/06/09, xxxMoment=2021/06/01 19:39, xxxMoney=EUR 13.00, flag=true",Record index 8 is out of range
2021-06-08 23:25:50.682,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3475,"[5] recordIndex=9, author=ATH-05, text=Text 5, info=null, xxxCreationDate=aaa-2021/06/09, xxxMoment=2021/06/01 19:39, xxxMoney=EUR 1000.00, flag=true",Record index 9 is out of range
2021-06-08 23:25:52.802,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1836,"[1] recordIndex=0, author=null, text=Text 1, info=http://www.example.com",OK
2021-06-08 23:25:54.988,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1917,"[2] recordIndex=1, author=Alex, text=Text 2, info=http://www.example.com",OK
2021-06-08 23:25:57.149,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1877,"[3] recordIndex=2, author=Alejandro Manuel Perez Arjona, text=nigeria no debería de tragarselo porque son nueve palabras, info=http://www.example.com",OK
2021-06-08 23:25:59.287,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1839,"[4] recordIndex=3, author=ATH-02, text=null, info=http://www.example.com",OK
2021-06-08 23:26:01.734,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2161,"[5] recordIndex=4, author=ATH-03, text=Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres…, info=http://www.example.com",OK
2021-06-08 23:26:03.946,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1930,"[6] recordIndex=5, author=ATH-04, text=viagra nigeria, info=http://www.example.com",OK
2021-06-08 23:26:06.09,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1857,"[7] recordIndex=6, author=ATH-05, text=Esto es un text bien redactado, info=hola",OK
