timestamp,simple-path,time
2021-06-08 14:40:56.513,/master/welcome,353
2021-06-08 14:40:56.828,/master/welcome,268
2021-06-08 14:40:57.572,/master/sign-in,594
2021-06-08 14:40:58.836,/master/welcome,594
2021-06-08 14:41:00.438,/master/welcome,208
2021-06-08 14:41:01.143,/master/welcome,596
2021-06-08 14:41:01.469,/master/welcome,187
2021-06-08 14:41:01.725,/master/welcome,207
2021-06-08 14:41:02.439,/master/sign-in,593
2021-06-08 14:41:03.708,/master/welcome,595
2021-06-08 14:41:04.508,/manager/task/create,584
2021-06-08 14:41:05.928,/manager/task/create,594
2021-06-08 14:41:06.195,/master/welcome,191
2021-06-08 14:41:06.901,/master/welcome,598
2021-06-08 14:41:07.17,/master/welcome,192
2021-06-08 14:41:07.401,/master/welcome,203
2021-06-08 14:41:08.11,/master/sign-in,599
2021-06-08 14:41:09.396,/master/welcome,596
2021-06-08 14:41:10.206,/manager/task/create,593
2021-06-08 14:41:11.707,/manager/task/create,584
2021-06-08 14:41:11.973,/master/welcome,208
2021-06-08 14:41:12.674,/master/welcome,592
2021-06-08 14:41:12.94,/master/welcome,189
2021-06-08 14:41:13.176,/master/welcome,208
2021-06-08 14:41:13.879,/master/sign-in,595
2021-06-08 14:41:15.144,/master/welcome,594
2021-06-08 14:41:15.95,/manager/task/create,583
2021-06-08 14:41:17.484,/manager/task/create,596
2021-06-08 14:41:17.736,/master/welcome,191
2021-06-08 14:41:18.44,/master/welcome,596
2021-06-08 14:41:18.722,/master/welcome,205
2021-06-08 14:41:18.942,/master/welcome,187
2021-06-08 14:41:19.65,/master/sign-in,597
2021-06-08 14:41:20.948,/master/welcome,597
2021-06-08 14:41:21.793,/manager/task/create,595
2021-06-08 14:41:23.326,/manager/task/create,598
2021-06-08 14:41:23.575,/master/welcome,189
2021-06-08 14:41:24.281,/master/welcome,594
2021-06-08 14:41:24.565,/master/welcome,208
2021-06-08 14:41:24.83,/master/welcome,221
2021-06-08 14:41:25.534,/master/sign-in,594
2021-06-08 14:41:26.797,/master/welcome,593
2021-06-08 14:41:27.608,/manager/task/create,594
2021-06-08 14:41:29.149,/manager/task/create,598
2021-06-08 14:41:29.411,/master/welcome,206
2021-06-08 14:41:30.115,/master/welcome,592
2021-06-08 14:41:30.398,/master/welcome,206
2021-06-08 14:41:30.617,/master/welcome,188
2021-06-08 14:41:31.308,/master/sign-in,582
2021-06-08 14:41:32.575,/master/welcome,584
2021-06-08 14:41:33.416,/manager/task/create,594
2021-06-08 14:41:34.951,/manager/task/create,595
2021-06-08 14:41:35.198,/master/welcome,188
2021-06-08 14:41:35.9,/master/welcome,592
2021-06-08 14:41:36.167,/master/welcome,192
2021-06-08 14:41:36.384,/master/welcome,188
2021-06-08 14:41:37.093,/master/sign-in,596
2021-06-08 14:41:38.382,/master/welcome,594
2021-06-08 14:41:39.224,/manager/task/create,592
2021-06-08 14:41:41.15,/manager/task/create,581
2021-06-08 14:41:41.442,/master/welcome,222
2021-06-08 14:41:42.138,/master/welcome,595
2021-06-08 14:41:42.403,/master/welcome,188
2021-06-08 14:41:42.627,/master/welcome,189
2021-06-08 14:41:43.33,/master/sign-in,596
2021-06-08 14:41:44.596,/master/welcome,595
2021-06-08 14:41:45.406,/manager/task/create,593
2021-06-08 14:41:47.011,/manager/task/create,590
2021-06-08 14:41:47.259,/master/welcome,190
2021-06-08 14:41:47.961,/master/welcome,593
2021-06-08 14:41:48.223,/master/welcome,189
2021-06-08 14:41:48.445,/master/welcome,192
2021-06-08 14:41:49.147,/master/sign-in,593
2021-06-08 14:41:50.422,/master/welcome,607
2021-06-08 14:41:51.242,/manager/task/create,598
2021-06-08 14:41:52.767,/manager/task/create,592
2021-06-08 14:41:53.016,/master/welcome,187
2021-06-08 14:41:53.748,/master/welcome,583
2021-06-08 14:41:54.022,/master/welcome,186
2021-06-08 14:41:54.253,/master/welcome,196
2021-06-08 14:41:54.957,/master/sign-in,590
2021-06-08 14:41:56.205,/master/welcome,580
2021-06-08 14:41:57.023,/manager/task/create,596
2021-06-08 14:41:58.536,/manager/task/create,580
2021-06-08 14:41:58.79,/master/welcome,190
2021-06-08 14:41:59.494,/master/welcome,594
2021-06-08 14:41:59.759,/master/welcome,192
2021-06-08 14:41:59.974,/master/welcome,187
2021-06-08 14:42:00.674,/master/sign-in,590
2021-06-08 14:42:01.959,/master/welcome,598
2021-06-08 14:42:02.774,/manager/task/create,599
2021-06-08 14:42:04.373,/manager/task/create,582
2021-06-08 14:42:04.624,/master/welcome,190
2021-06-08 14:42:05.322,/master/welcome,591
2021-06-08 14:42:05.574,/master/welcome,178
2021-06-08 14:42:05.794,/master/welcome,191
2021-06-08 14:42:06.497,/master/sign-in,584
2021-06-08 14:42:07.762,/master/welcome,596
2021-06-08 14:42:08.578,/manager/task/create,582
2021-06-08 14:42:10.138,/manager/task/create,597
2021-06-08 14:42:10.39,/master/welcome,190
2021-06-08 14:42:11.083,/master/welcome,584
2021-06-08 14:42:11.348,/master/welcome,188
2021-06-08 14:42:11.55,/master/welcome,178
2021-06-08 14:42:12.244,/master/sign-in,584
2021-06-08 14:42:13.523,/master/welcome,592
2021-06-08 14:42:14.351,/manager/task/create,582
2021-06-08 14:42:16.114,/manager/task/create,595
2021-06-08 14:42:16.363,/master/welcome,185
2021-06-08 14:42:17.086,/master/welcome,599
2021-06-08 14:42:17.352,/master/welcome,195
2021-06-08 14:42:17.57,/master/welcome,191
2021-06-08 14:42:18.274,/master/sign-in,595
2021-06-08 14:42:19.553,/master/welcome,594
2021-06-08 14:42:20.387,/manager/task/create,601
