timestamp,test-class,test-method,time,description,result
2021-06-08 10:19:36.533,acme.testing.manager.task.ManagerTaskListTest,negativeListShowTask,3872,"negativeListShowTask()",OK
2021-06-08 10:19:43.352,acme.testing.manager.task.ManagerTaskListTest,listPositive,6492,"[1] recordIndex=0, title=Texample, start_date=2021/05/05 00:00, end_date=2021/05/05 02:00, workload=0.01, op_link=http://1happybirthday.com",OK
2021-06-08 10:19:50.171,acme.testing.manager.task.ManagerTaskListTest,listPositive,6538,"[2] recordIndex=1, title=Texample, start_date=2021/05/05 13:59, end_date=2021/05/05 14:00, workload=0.01, op_link=null",OK
2021-06-08 10:19:56.849,acme.testing.manager.task.ManagerTaskListTest,listPositive,6413,"[3] recordIndex=2, title=Texample, start_date=2030/09/07 00:00, end_date=2030/09/08 12:00, workload=0.45, op_link=http://1happybirthday.com",OK
2021-06-08 10:20:03.436,acme.testing.manager.task.ManagerTaskListTest,listPositive,6337,"[4] recordIndex=3, title=Texample, start_date=2030/09/07 00:00, end_date=2030/09/08 12:00, workload=1.50, op_link=http://1happybirthday.com",OK
2021-06-08 10:20:10.108,acme.testing.manager.task.ManagerTaskListTest,listPositive,6403,"[5] recordIndex=4, title=Texample, start_date=2021/05/05 00:00, end_date=2021/05/05 03:00, workload=1.50, op_link=http://1happybirthday.com",OK
2021-06-08 10:20:16.743,acme.testing.manager.task.ManagerTaskListTest,listPositive,6374,"[6] recordIndex=5, title=Texample, start_date=2021/05/04 23:00, end_date=2021/05/05 02:00, workload=1.50, op_link=http://1happybirthday.com",OK
2021-06-08 10:20:23.516,acme.testing.manager.task.ManagerTaskListTest,listPositive,6486,"[7] recordIndex=6, title=Texample, start_date=2030/10/17 01:00, end_date=2030/10/18 02:00, workload=1.50, op_link=http://1happybirthday.com",OK
2021-06-08 10:20:30.193,acme.testing.manager.task.ManagerTaskListTest,listPositive,6409,"[8] recordIndex=7, title=Texample, start_date=2030/10/17 00:00, end_date=2030/10/18 12:00, workload=1.50, op_link=http://1happybirthday.com",OK
2021-06-08 10:20:36.83,acme.testing.manager.task.ManagerTaskListTest,listPositive,6372,"[9] recordIndex=8, title=Texample, start_date=2021/05/27 00:00, end_date=2021/09/27 12:00, workload=2.00, op_link=http://1happybirthday.com",OK
2021-06-08 10:20:43.434,acme.testing.manager.task.ManagerTaskListTest,listPositive,6337,"[10] recordIndex=9, title=Texample, start_date=2021/05/05 00:00, end_date=2021/05/05 02:00, workload=2.00, op_link=http://1happybirthday.com",OK
2021-06-08 10:20:50.118,acme.testing.manager.task.ManagerTaskListTest,listPositive,6432,"[11] recordIndex=10, title=Texample, start_date=2021/05/05 00:00, end_date=2021/05/05 10:00, workload=9.40, op_link=http://1happybirthday.com",OK
2021-06-08 10:20:56.76,acme.testing.manager.task.ManagerTaskListTest,listPositive,6390,"[12] recordIndex=11, title=Texample, start_date=2030/07/01 00:00, end_date=2030/07/01 10:00, workload=9.40, op_link=http://1happybirthday.com",OK
2021-06-08 10:21:03.314,acme.testing.manager.task.ManagerTaskListTest,listPositive,6302,"[13] recordIndex=12, title=Texample, start_date=2030/08/16 00:00, end_date=2030/12/18 00:00, workload=15.30, op_link=http://1happybirthday.com",OK
2021-06-08 10:21:10.001,acme.testing.manager.task.ManagerTaskListTest,listPositive,6435,"[14] recordIndex=13, title=Texample, start_date=2030/06/10 00:00, end_date=2030/11/05 02:00, workload=20.30, op_link=http://1happybirthday.com",OK
2021-06-08 10:21:16.613,acme.testing.manager.task.ManagerTaskListTest,listPositive,6349,"[15] recordIndex=14, title=Texample, start_date=2030/07/10 11:00, end_date=2030/11/05 09:30, workload=30.10, op_link=http://1happybirthday.com",OK
2021-06-08 10:21:23.422,acme.testing.manager.task.ManagerTaskListTest,listPositive,6548,"[16] recordIndex=15, title=Texample, start_date=2030/06/04 12:00, end_date=2030/12/20 06:00, workload=60.30, op_link=null",OK
