timestamp,test-class,test-method,time,description,result
2021-06-08 23:29:13.804,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3595,"[1] recordIndex=7, author=ATH-01, text=Text 1, info=http://www.example.com, xxxCreationDate=aaa-2021/06/09, xxxMoment=2021/06/01 19:39, xxxMoney=EUR 1.00, flag=true",Record index 7 is out of range
2021-06-08 23:29:17.661,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3577,"[2] recordIndex=8, author=ATH-02, text=Text 2, info=http://www.example.com, xxxCreationDate=aab-2021/06/09, xxxMoment=2021/06/01 19:39, xxxMoney=EUR 150.00, flag=true",Record index 8 is out of range
2021-06-08 23:29:21.28,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3321,"[3] recordIndex=9, author=ATH-03, text=Text 3, info=http://www.example.com, xxxCreationDate=aaC-2021/06/09, xxxMoment=2021/06/01 19:39, xxxMoney=BTC 13.00, flag=false",Record index 9 is out of range
2021-06-08 23:29:25.112,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3545,"[4] recordIndex=10, author=ATH-04, text=viagra esto debería aceptar el spam porque supera el umbral predefinido, info=http://www.example.com, xxxCreationDate=aVa-2021/06/09, xxxMoment=2021/06/01 19:39, xxxMoney=EUR 13.00, flag=true",Record index 10 is out of range
2021-06-08 23:29:28.983,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createPositive,3508,"[5] recordIndex=11, author=ATH-05, text=Text 5, info=null, xxxCreationDate=aaa-2021/06/09, xxxMoment=2021/06/01 19:39, xxxMoney=EUR 1000.00, flag=true",Record index 11 is out of range
2021-06-08 23:29:31.123,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1852,"[1] recordIndex=0, author=null, text=Text 1, info=http://www.example.com",OK
2021-06-08 23:29:33.297,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1901,"[2] recordIndex=1, author=Alex, text=Text 2, info=http://www.example.com",OK
2021-06-08 23:29:35.495,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1911,"[3] recordIndex=2, author=Alejandro Manuel Perez Arjona, text=nigeria no debería de tragarselo porque son nueve palabras, info=http://www.example.com",OK
2021-06-08 23:29:37.68,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1919,"[4] recordIndex=3, author=ATH-02, text=null, info=http://www.example.com",OK
2021-06-08 23:29:40.119,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,2091,"[5] recordIndex=4, author=ATH-03, text=Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres Texto superior a 150 carácteres…, info=http://www.example.com",OK
2021-06-08 23:29:42.306,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1905,"[6] recordIndex=5, author=ATH-04, text=viagra nigeria, info=http://www.example.com",OK
2021-06-08 23:29:44.486,acme.testing.anonymous.shout.AnonymousShoutCreateTest,createNegative,1867,"[7] recordIndex=6, author=ATH-05, text=Esto es un text bien redactado, info=hola",OK
