timestamp,simple-path,time
2021-06-03 12:43:44.854,/master/welcome,551
2021-06-03 12:43:45.251,/master/welcome,347
2021-06-03 12:43:46.021,/master/sign-in,614
2021-06-03 12:43:47.367,/master/welcome,590
2021-06-03 12:43:49.115,/master/welcome,301
2021-06-03 12:43:49.816,/master/welcome,589
2021-06-03 12:43:50.27,/master/welcome,287
2021-06-03 12:43:50.603,/master/welcome,282
2021-06-03 12:43:51.36,/master/sign-in,624
2021-06-03 12:43:52.673,/master/welcome,592
2021-06-03 12:43:53.509,/administrator/configuration/list,596
2021-06-03 12:43:54.58,/administrator/configuration/show,598
2021-06-03 12:43:55.007,/master/welcome,333
2021-06-03 12:43:55.781,/master/welcome,653
