timestamp,test-class,test-method,time,description,result
2021-06-08 14:41:06.934,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5463,"[1] recordIndex=0, title=null, start_date=null, end_date=null, workload=null, description=null, op_link=null, is_private=false",OK
2021-06-08 14:41:12.707,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5536,"[2] recordIndex=0, title=publico1, start_date=descripcion, end_date=2020/01/01 00:01, workload=2020/01/01 00:00, description=-0.01, op_link=null, is_private=false",OK
2021-06-08 14:41:18.471,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5530,"[3] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:01, workload=2020/01/01 00:00, description=-15, op_link=null, is_private=false",OK
2021-06-08 14:41:24.313,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5591,"[4] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:01, workload=2022/01/01 00:00, description=15, op_link=null, is_private=false",OK
2021-06-08 14:41:30.147,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5581,"[5] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:01, workload=2022/01/01 00:00, description=72.01, op_link=http//www.example.com, is_private=false",OK
2021-06-08 14:41:35.931,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5533,"[6] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:01, workload=2022/01/04 00:00, description=70.00, op_link=hola, is_private=false",OK
2021-06-08 14:41:42.17,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,6003,"[7] recordIndex=0, title=publico1, start_date=estoesunadescripcionmuylargaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa, end_date=2022/01/01 00:01, workload=2022/01/04 00:00, description=70.00, op_link=http//www.example.com, is_private=true",OK
2021-06-08 14:41:47.991,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5586,"[8] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:01, workload=2022/01/04 00:00, description=70.00, op_link=http//www.example.com, is_private=false",OK
2021-06-08 14:41:53.77,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5546,"[9] recordIndex=0, title=publico1, start_date=null, end_date=2023/01/01 00:00, workload=2023/01/01 00:00, description=0.0, op_link=http//www.example.com, is_private=false",OK
2021-06-08 14:41:59.526,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5504,"[10] recordIndex=0, title=publico1, start_date=descripcion, end_date=2022/01/01 00:00, workload=2022/01/01 00:00, description=0.01, op_link=null, is_private=false",OK
2021-06-08 14:42:05.353,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5594,"[11] recordIndex=0, title=publico1, start_date=null, end_date=2022/01/01 00:00, workload=2022/01/01 01:00, description=1.01, op_link=http//www.example.com, is_private=false",OK
2021-06-08 14:42:11.114,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5540,"[12] recordIndex=0, title=estoesuntitulomuylargoooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo, start_date=descripcion, end_date=2022/01/01 00:00, workload=2022/01/01 01:00, description=0.00, op_link=http//www.example.com, is_private=false",OK
2021-06-08 14:42:17.115,acme.testing.manager.task.ManagerTaskCreateTest,createNegative,5766,"[13] recordIndex=0, title=null, start_date=descripcion, end_date=2022/01/01 00:00, workload=2022/01/01 01:00, description=1.00, op_link=null, is_private=true",OK
