timestamp,simple-path,time
2021-06-08 14:53:21.373,/master/welcome,336
2021-06-08 14:53:21.639,/master/welcome,218
2021-06-08 14:53:22.346,/master/sign-in,585
2021-06-08 14:53:23.614,/master/welcome,595
2021-06-08 14:53:25.245,/master/welcome,205
2021-06-08 14:53:25.948,/master/welcome,592
2021-06-08 14:53:26.275,/master/welcome,190
2021-06-08 14:53:26.518,/master/welcome,192
2021-06-08 14:53:27.216,/master/sign-in,596
2021-06-08 14:53:28.488,/master/welcome,596
2021-06-08 14:53:29.315,/manager/task/list,595
2021-06-08 14:53:30.146,/manager/task/show,596
2021-06-08 14:53:31.662,/manager/task/list,582
2021-06-08 14:53:32.458,/manager/task/list,595
2021-06-08 14:53:34.464,/manager/task/show,591
2021-06-08 14:53:35.104,/master/welcome,189
2021-06-08 14:53:35.808,/master/welcome,595
2021-06-08 14:53:36.087,/master/welcome,187
2021-06-08 14:53:36.306,/master/welcome,191
2021-06-08 14:53:37.042,/master/sign-in,595
2021-06-08 14:53:38.354,/master/welcome,598
2021-06-08 14:53:39.17,/manager/task/list,583
2021-06-08 14:53:39.996,/manager/task/show,594
2021-06-08 14:53:41.522,/manager/task/list,592
2021-06-08 14:53:42.279,/manager/task/list,586
2021-06-08 14:53:44.261,/manager/task/show,593
2021-06-08 14:53:44.904,/master/welcome,195
2021-06-08 14:53:45.656,/master/welcome,639
2021-06-08 14:53:45.927,/master/welcome,186
2021-06-08 14:53:46.145,/master/welcome,188
2021-06-08 14:53:46.847,/master/sign-in,595
2021-06-08 14:53:48.135,/master/welcome,584
2021-06-08 14:53:48.938,/manager/task/list,587
2021-06-08 14:53:49.794,/manager/task/show,581
2021-06-08 14:53:51.309,/manager/task/list,582
2021-06-08 14:53:52.09,/manager/task/list,596
2021-06-08 14:53:54.592,/manager/task/show,594
2021-06-08 14:53:55.231,/master/welcome,185
2021-06-08 14:53:55.932,/master/welcome,593
2021-06-08 14:53:56.201,/master/welcome,192
2021-06-08 14:53:56.42,/master/welcome,190
2021-06-08 14:53:57.127,/master/sign-in,595
2021-06-08 14:53:58.442,/master/welcome,629
2021-06-08 14:53:59.247,/manager/task/list,585
2021-06-08 14:54:00.075,/manager/task/show,592
2021-06-08 14:54:01.827,/manager/task/update,581
2021-06-08 14:54:02.091,/master/welcome,201
2021-06-08 14:54:02.795,/master/welcome,595
2021-06-08 14:54:03.046,/master/welcome,179
2021-06-08 14:54:03.251,/master/welcome,177
2021-06-08 14:54:03.953,/master/sign-in,589
2021-06-08 14:54:05.202,/master/welcome,580
2021-06-08 14:54:06.007,/manager/task/list,589
2021-06-08 14:54:06.884,/manager/task/show,644
2021-06-08 14:54:08.654,/manager/task/update,592
2021-06-08 14:54:08.919,/master/welcome,203
2021-06-08 14:54:09.638,/master/welcome,595
2021-06-08 14:54:09.902,/master/welcome,187
2021-06-08 14:54:10.123,/master/welcome,187
2021-06-08 14:54:10.821,/master/sign-in,590
2021-06-08 14:54:12.106,/master/welcome,596
2021-06-08 14:54:12.919,/manager/task/list,583
2021-06-08 14:54:13.749,/manager/task/show,596
2021-06-08 14:54:15.31,/manager/task/update,617
2021-06-08 14:54:15.579,/master/welcome,207
2021-06-08 14:54:16.3,/master/welcome,596
2021-06-08 14:54:16.564,/master/welcome,189
2021-06-08 14:54:16.784,/master/welcome,188
2021-06-08 14:54:17.489,/master/sign-in,596
2021-06-08 14:54:18.756,/master/welcome,600
2021-06-08 14:54:19.585,/manager/task/list,581
2021-06-08 14:54:20.464,/manager/task/show,609
2021-06-08 14:54:21.988,/manager/task/update,593
2021-06-08 14:54:22.285,/master/welcome,236
2021-06-08 14:54:22.991,/master/welcome,596
2021-06-08 14:54:23.259,/master/welcome,191
2021-06-08 14:54:23.481,/master/welcome,191
2021-06-08 14:54:24.181,/master/sign-in,596
2021-06-08 14:54:25.462,/master/welcome,595
2021-06-08 14:54:26.295,/manager/task/list,585
2021-06-08 14:54:27.121,/manager/task/show,594
2021-06-08 14:54:28.704,/manager/task/update,584
2021-06-08 14:54:28.969,/master/welcome,205
2021-06-08 14:54:29.676,/master/welcome,598
